reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
fc59a16a-ddd4-4e39-9800-42bf2c3e7b9f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong buat menu riwayat transaksinya dicantumkan nama outlet juga di bagian depannya , sehingga ga perlu dibuka dulu satu2 dan klik detail pesanan.",2,7,2.23.0.0,2026-02-27 14:35:56,,,2.23.0.0
a2e2425e-b19a-4d16-8635-e4dd52070a5e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the best,5,0,2.24.0.1,2026-02-27 13:23:10,,,2.24.0.1
f6babbcb-e6e4-4d9e-8323-7bb9ed49acbc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke top,5,0,2.24.0.1,2026-02-27 10:57:35,,,2.24.0.1
6a6a1da2-3eba-4f03-ab9d-94b8929d8a01,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pengalaman buruk yg saya dapat beli voucher KFC yg seharusnya dapat 5 potong sayap dan 5 potong paha, kenyataan nya hanya dapat 3 potong sayap dan 2 potong paha. di aplikasi voucher sdh tertulis 5 sayap dan 5 paha. ini namanya pembohongan publik sangat kecewa beli voucher di QPON.",1,0,2.23.0.0,2026-02-27 10:17:35,,,2.23.0.0
755afb49-7a0a-40a4-8c93-2f16992deacb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,maksa instal coy,1,0,,2026-02-27 05:09:08,,,
f48023c4-bf13-49aa-96f3-fa6e2c42194d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kupon kadaluarsa gabisa d refund,1,0,,2026-02-27 04:08:39,,,
76ff09d9-daf9-4111-8122-f3a80775348c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,proses refund yang berbelit belit dan ribet sudah hampir 1 bulan uang saya belum kembali padahal sudah jelas outlet sudah tidak merima voucher dari Qpon!!!!!!¡!!%#%#%@%$,1,0,2.23.0.0,2026-02-27 03:30:14,,,2.23.0.0
c59df0a4-c17b-406a-9583-9394892513bf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Semoga tidak mengecewakan,5,0,2.23.0.0,2026-02-27 03:28:24,,,2.23.0.0
27faf861-2f07-4706-9301-0f4bdbecb874,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saft respont,5,0,2.24.0.1,2026-02-26 05:53:26,,,2.24.0.1
303190a8-ef33-49c2-bca6-7d9e4d447208,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,okey,5,0,,2026-02-26 01:50:49,,,
ab5c385e-22af-496b-b105-47cb1b91b7ed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus lumayan,5,0,,2026-02-25 20:55:13,,,
6683c506-bada-4bc5-b22c-841fae3413fb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aku nggak suka karena baru langkah pertama bikin akun aja udah di persulit, padahal ke 2 nomer ku aktif tapi tetep aja di bilang, akun saat ini tidak normal, apalah males banget",1,0,,2026-02-25 13:19:57,,,
3d29a37b-cf9b-488c-92e0-72ce402d12ba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasinya sangat membantu untuk hemat,5,0,,2026-02-25 12:12:43,,,
4485fd54-2baf-4ec7-9fa6-ca9313639880,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apk gak jelas, mau login malah gak bisa², dengan keterangan "" akun saat ini terdeteksi tidak normal""",1,0,2.23.0.0,2026-02-25 10:40:55,,,2.23.0.0
3cae4f55-1fff-42a8-bc64-aeec7537a8bd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,belanja praktis bnyk diskon nya,5,0,2.23.0.0,2026-02-25 08:46:52,,,2.23.0.0
16fda957-939a-427c-843b-70f887c9e77d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gak bisa daftar,1,0,2.24.0.1,2026-02-25 08:40:58,,,2.24.0.1
834ac07e-146c-4680-96af-26686f7411c6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kereennnnnnnnnnn,5,0,2.23.0.0,2026-02-25 08:02:55,,,2.23.0.0
7f3040be-0133-4cce-b2b4-ea60ff8cd6a3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gabisa bisa masuk akun, CS ngga membantu sama sekali.",1,0,,2026-02-24 20:39:04,,,
11d805bc-dfb4-4478-97da-3f020946e41a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ga bisa login,1,0,2.23.0.0,2026-02-24 13:57:09,,,2.23.0.0
14999488-cae6-4a2e-a35f-0fe8868649a8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi keren buat yang hobi berburu diskon makanan,5,1,2.24.0.1,2026-02-24 08:32:08,,,2.24.0.1
d3a6e45b-84c4-483c-bcac-09006debe9df,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,suka bgt cs respon cepat klo ada maslaha,5,0,2.23.0.0,2026-02-24 05:32:44,,,2.23.0.0
c3b526fa-72e1-4ad2-9347-7d3684615bb6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kusut,1,0,2.24.0.1,2026-02-24 04:50:22,,,2.24.0.1
825ad0bb-0bec-454e-a6e9-e807d55eaf7f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Masih aja lebih mahal blm saat menukarkan masih ada tambahan biaya lagi, pengalaman yang buruk, promonya harus ada minimal belanja",2,5,2.23.0.0,2026-02-24 01:59:37,,,2.23.0.0
6a60b34c-59a9-4218-b9d9-26cfa99551ce,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mantap banget! promonya oke, CS nya juga gercep. responsif banget! makasih yaa",5,1,2.23.0.0,2026-02-23 12:54:31,,,2.23.0.0
86a3fd39-864a-4516-9666-6fe2194cd0b3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sudah tranfer tapi barcode tidak muncul,komplen ke CS ,yang bales robot whatsap rugi kita",1,1,2.23.0.0,2026-02-23 11:38:19,,,2.23.0.0
23f5c583-af99-41d3-8a45-7ea3754f4ea9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pelayanan bagus,5,0,2.24.0.1,2026-02-23 10:22:34,,,2.24.0.1
21009d00-f40e-4f21-93e8-da64afbd3ebf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seperti nya saya harus berhenti menggunakan aplikasi Ini selain dibikin ribet proses refund nya juga ada beberapa produk yang gak bisa di refund dan outlet outlet nya tidak menyediakan produk yang di cantumkan di aplikasi qpon gak jelas ini alhasil hangus semua yang sudah saya beli memang aplikasi gak ada otak,1,0,,2026-02-23 07:17:25,,,
fb8c25b2-6833-4145-b7ac-cf50b89941f6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tidak bisa login di aplikasi,1,0,,2026-02-23 06:09:16,,,
3a579edd-1aef-454d-aded-55bfbc6173a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apk kaga jelas tiba"" akun ini tidak normal",1,0,2.23.0.0,2026-02-23 05:01:15,,,2.23.0.0
103297bc-5c97-4eb6-a7b9-8ccd81001e08,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,QPON ini adalah aplikasi diskon yang sangat terbaik bisa dapat diskon makanan dan minuman dengan harga yang sangat murah. mantap sukses terus buat aplikasi QPON ini ya.,5,0,2.24.0.1,2026-02-23 03:00:38,,,2.24.0.1
e31716f7-62fa-4f9a-9998-bba9d0ee3754,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,trimakasih sangat bermanfaat,5,0,2.23.0.0,2026-02-22 18:37:39,,,2.23.0.0
ac5d027b-3723-44ad-ad18-ed6b36cd9c97,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍,5,0,2.23.0.0,2026-02-22 15:42:30,,,2.23.0.0
cc4ff85c-cbce-4048-95b4-889bea4f2dc0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apk qpon nya tidak bisa login min, tapi kalau lewat website bisa mohon dibantu min",5,0,2.23.0.0,2026-02-22 09:11:04,,,2.23.0.0
f2d33798-1481-4a78-b49c-f2008f1bf5b7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kalo promo ga ngotak nyusahin pedagang,1,0,2.23.0.0,2026-02-22 07:58:33,,,2.23.0.0
0d66cfd0-ad85-4b02-b916-3995fae3f1ee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,2.24.0.1,2026-02-22 05:30:20,,,2.24.0.1
e17ea8be-03ec-48c7-a99f-48037c225bdb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap diskon nya,4,0,2.24.0.1,2026-02-22 04:25:42,,,2.24.0.1
0149c3cf-4e55-4163-97e6-e309146b0759,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tiba-tiba saya tidak bisa login Qpon karena ada tulisan akun anda terdeteksi tidak normal, saya coba bolak-balik selama 1 bulan ini dan voucher saya di Qpon jadi hangus semua. Bolak-balik chat customer service gak dikasih kejelasan, cuma disuruh nunggu saja. Sangat merugikan customer dan pelayanan mengecewakan.",1,11,2.19.4.0,2026-02-21 12:05:13,"Terima kasih atas ulasannya. Mohon maaf buat pengalaman kamu yang kurang menyenangkan dengan Qpon. Kami berterima kasih buat segala masukanmu buat jadi pelajaran untuk perbaikan ke depannya. Jika masih ada yang ingin dibantu, jangan segan buat menghubungi kami via WhatsApp: 📲 +62 815 9787 878",2025-11-07 07:57:11,2.19.4.0
75be4927-30fe-49ed-ab39-33fddaad3cc0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nice,5,0,2.22.0.1,2026-02-21 11:33:40,,,2.22.0.1
113779d5-cae5-49f7-b67d-1a885af6f1fc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"CS gak bisa ngebantu buat login karena masalah akun tidak normal. Giliran minta tolong dihapus akun cuma ngasih jawaban template hapus akun buat yang lagi login. Ngasih jawaban juga ga ngebantu sama sekali, template terus jawabannya. Masalah akun dari tanggal 3 Feb 2026 sampe sekarang 21 Feb 2026 gak kelar kelar. Semoga bisa ditingkatin lagi deh aplikasinya.",1,48,2.24.0.1,2026-02-21 04:07:01,,,2.24.0.1
68555cd3-f000-4a0f-90e3-b7a5c9d3bb72,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bagus, banyak vocernya. Apalagi karoke jadi murah.",5,2,2.23.0.0,2026-02-21 02:27:55,,,2.23.0.0
d5b186f4-d9a4-45ea-80bc-e53980800f24,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"selalu tulisan yg sama ""terlalu banyak peminat, silahkan coba lagi""",1,0,,2026-02-20 13:58:37,,,
2dd554c9-d39a-47e9-bcb0-2ea221712d35,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong diupdate dong. misal ketika kita klik toko paling bawah trus klik kembali, kenapa harus scroll lagi supaya sampai bawah. seharusnya ke toko yang paling bawah dong.",2,0,2.23.0.0,2026-02-20 08:59:50,,,2.23.0.0
8a689f40-e2d4-482d-b4a4-84d5dca35a1f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya ga bisa masuk , udh laporan ga direspon dengan solusi yg baik . Padahal dalam akunnya masih ada beberapa yang belum saya claim misalnya di Tomorrow Coffee. Tolong berikan data yang jelas",1,0,,2026-02-20 08:25:27,,,
cbe2b959-0102-4a7d-bab5-c8a5ad3296eb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantul,5,0,2.23.0.0,2026-02-19 14:27:43,,,2.23.0.0
4d7dc1a3-ed03-47f7-a433-ab2693ec5d5e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udh login, tapi giliran mau beli malah logout. disuruh masuk ulang berkali-kali.",1,2,2.24.0.1,2026-02-19 13:25:18,,,2.24.0.1
e43a673d-5bba-4147-8f5a-6b6503e2996a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kecewa karna tidak bisa refund mending beli di voucher tiktok aja deh kapanpun bisa refund gak pake waktu namanya orang ada sibuk dan lupa nya pake dikasih waktu gak worth it sama sekali,1,0,,2026-02-19 04:52:31,,,
0579b79c-58e9-4797-b0a1-94748b284b0d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"stres ga bisa log in, ganti HP baru pake no lama akses gagal, pake no HP baru juga sama. ga jelas bgt aplikasi.",1,9,2.23.0.0,2026-02-18 14:17:10,,,2.23.0.0
cf049044-f0cf-4629-a670-0c3b4711edcd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"knp toko yg udah lama tutup masih ada di dlm promo,kan ini terkesan menipu konsumen,mana uang nya gak bisa dikembalikan lg, tolong penjelasannya wahai pihak aplikasi, biar kata cuma 12 rb tp ini ttp merugikan konsumen !!!",2,1,2.23.0.0,2026-02-18 09:37:21,,,2.23.0.0
f63488bf-2095-40e9-83a5-b272cec2303a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Beli qpon, di keterangan bisa di tuker di outlet tertentu, pas kelokasi gak bisa di tuker, payah banget, nyusahin mana gak bisa refund lagi udah di bayar",1,0,,2026-02-18 08:38:39,,,
e7551494-0782-45ed-aa4c-dfc18d0557cb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguss baengat,4,0,2.24.0.1,2026-02-18 06:58:49,,,2.24.0.1
e5eee1ce-e6db-439c-93b1-3ad2694b8967,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,karena pas flash sale yang di liat hanya brand aja alhasil gak bisa kepake dan jeleknya GAK ADA OPTION REFUND . saya di bandung salah beli voucher malah yang jakarta .. tolong dong qpon kasih kebijakan ... ada.in option refund mana beli vouchernya banyak pulaa.. sedddih bgt,3,2,2.23.0.0,2026-02-18 06:52:16,,,2.23.0.0
